Category,Genres,Reviews,Size,Installs,Type,Price,Content Rating,Rating
26,90,662287,21,10000000,0,0,1,4.4
26,90,30834,13,1000000,0,0,1,4.5
26,90,367290,11,10000000,0,0,1,4.1
26,90,2588,21,1000000,0,0,1,4.3
26,90,162655,8.1,10000000,0,0,4,4.3
26,90,171584,12,10000000,0,0,1,4.2
26,90,244141,7.3,10000000,0,0,1,4.2
26,90,142512,15,10000000,0,0,1,4.2
26,90,109124,22,10000000,0,0,1,4.3
26,90,135043,11,10000000,0,0,1,4.6
26,90,108592,8.3,10000000,0,0,1,4.4
26,90,48732,20,10000000,0,0,1,3.8
26,90,308234,38,10000000,0,0,1,4.6
26,90,178497,9.1,10000000,0,0,1,4.5
26,90,68406,24,10000000,0,0,1,4.1
26,90,18364,29,1000000,0,0,1,3.8
26,90,9189,98,1000000,0,0,4,3.3
26,90,23187,25,1000000,0,0,1,4.1
26,90,9975,18,1000000,0,0,1,4.2
26,90,7793,6.1,500000,0,0,1,4.4
26,90,9701,14,500000,0,0,1,4.1
26,90,31519,21,1000000,0,0,1,4.2
26,90,213735,43,10000000,0,0,1,4.3
26,90,42871,23,1000000,0,0,1,4.1
26,90,315908,52,10000000,0,0,1,4.5
26,90,79261,57,5000000,0,0,1,4.5
26,90,284725,20,10000000,0,0,1,4.6
26,90,67071,40,1000000,0,0,1,4.7
26,90,46153,17,10000000,0,0,1,4.3
26,90,101883,13,10000000,0,0,1,4.4
26,90,1659,33,50000,0,0,1,4.4
26,90,28523,29,5000000,0,0,1,4.1
26,90,37253,31,1000000,0,0,1,4.5
26,90,3420,13,100000,0,0,1,4.3
26,90,7193,7.3,500000,0,0,1,4.1
26,90,2278,12,500000,0,0,1,4.6
26,90,5121,8.8,500000,0,0,1,4.2
26,90,39735,18,5000000,0,0,4,4.2
26,90,1558,21,100000,0,0,1,4.2
26,90,16966,34,1000000,0,0,1,4.2
26,90,41986,26,5000000,0,0,4,4
26,90,186116,34,5000000,0,0,1,4.4
26,90,13085,2.7,1000000,0,0,4,4
26,90,44588,20,5000000,0,0,1,4.5
26,90,4158,23,500000,0,0,4,4.2
26,90,279428,16,10000000,0,0,1,4.4
26,90,33583,12,1000000,0,0,1,4.5
26,90,94205,6.5,1000000,0,0,1,4.6
26,90,95520,15,10000000,0,0,4,4.3
26,90,181798,22,10000000,0,0,1,4.7
26,90,4602,6.2,500000,0,0,1,4
26,90,72596,19,1000000,0,0,4,4.5
26,90,110425,27,10000000,0,0,1,4.1
26,90,2375,1.1,100000,0,0,1,4.4
26,90,35497,16,1000000,0,0,1,4.5
26,90,3878,8.8,100000,0,0,1,4.4
26,90,44071,56,5000000,0,0,1,4.3
26,90,5123,14,500000,0,0,1,4.5
24,76,19232,28,1000000,0,0,1,4.1
24,76,98716,59,5000000,0,0,1,4.6
24,76,109500,37,1000000,0,0,1,4.8
24,76,21159,36,500000,0,0,1,4
24,76,1320,9.5,50000,0,0,1,4.7
24,76,50424,82,1000000,0,0,1,4.7
24,76,32398,28,1000000,0,0,1,4.1
24,76,38953,9.7,5000000,0,0,1,4.5
24,76,142634,22,10000000,0,0,1,4.7
24,76,259450,17,10000000,0,0,1,4.7
24,76,21841,7.7,1000000,0,0,1,4.5
24,76,10349,11,1000000,0,0,1,4.5
24,76,859,21,100000,0,0,1,4.5
24,76,40289,19,5000000,0,0,1,4.4
24,76,49680,8.7,5000000,0,0,1,4.3
24,76,3378,30,1000000,0,0,3,4.5
24,76,10525,25,1000000,0,0,1,4.4
24,76,3492,17,5000000,0,0,1,3.3
24,76,1864,13,500000,0,0,1,4.4
24,76,74476,23,10000000,0,0,1,4.5
24,76,3116,22,500000,0,0,1,4.5
24,76,31985,9.1,1000000,0,0,1,4.7
24,76,4400,8.3,1000000,0,0,1,4.5
24,76,11677,19,1000000,0,0,1,4.6
24,76,3158047,53,100000000,0,0,1,4.4
24,76,56114,17,10000000,0,0,1,4.3
24,76,15700,10,1000000,0,0,1,4.6
24,76,26361,29,5000000,0,0,1,4.5
24,76,285788,46,10000000,0,0,1,4.5
24,76,4410,4.5,1000000,0,0,1,4.2
24,76,5855,4.9,1000000,0,0,1,4
24,76,233039,24,10000000,0,0,1,4.7
24,76,28578,23,10000000,0,0,1,4.3
24,76,1159058,25,100000000,0,0,1,4.6
24,76,53421,26,10000000,0,0,1,4.4
24,76,116880,2,10000000,0,0,1,4.3
24,76,21730,19,1000000,0,0,1,4.3
24,76,62421,9.6,5000000,0,0,1,4.4
24,76,70189,13,5000000,0,0,4,4.4
24,76,847159,4.2,10000000,0,0,1,4.6
24,76,251951,16,10000000,0,0,3,4.3
24,76,240475,9.5,10000000,0,0,1,4.2
24,76,55427,6.6,10000000,0,0,1,3.9
24,76,329160,27,10000000,0,0,1,4.2
24,76,42677,22,1000000,0,0,1,4.3
24,76,811693,50,50000000,0,0,1,4.3
24,76,23440,30,1000000,0,0,1,4.1
24,76,42079,17,1000000,0,0,1,4.3
24,76,29707,18,1000000,0,0,1,4
24,76,15098,10,1000000,0,0,1,4
24,76,35724,9.9,1000000,0,0,1,4
24,76,71898,23,5000000,0,0,1,4.4
24,76,4865093,51,100000000,0,0,1,4.3
24,76,106080,35,10000000,0,0,1,4.1
24,76,44941,16,1000000,0,0,1,4.2
24,76,129272,11,10000000,0,0,1,3.9
24,76,111066,74,5000000,0,0,1,4.4
24,76,49553,48,1000000,1,5.99,1,4.4
24,76,130081,5.6,10000000,0,0,1,4
24,76,462152,1.5,10000000,0,0,1,4.3
24,76,140917,5.7,10000000,0,0,1,4.2
24,76,88860,6.1,5000000,0,0,1,4
24,76,49211,1.9,1000000,0,0,1,4.1
24,76,351254,4,10000000,0,0,1,4.1
24,76,157506,47,10000000,0,0,1,4
24,76,34753,22,1000000,0,0,1,4
24,76,635846,14,50000000,0,0,1,4.4
24,76,78140,10,5000000,0,0,1,4.1
24,76,12865,6.9,100000,1,2.99,1,4.3
24,76,215343,44,10000000,0,0,1,4.2
24,76,852649,43,50000000,0,0,4,4.4
24,76,1494491,21,50000000,0,0,1,4.4
24,76,819774,25,10000000,0,0,1,4.6
24,76,33439,3.9,5000000,0,0,1,4
24,76,477831,51,10000000,0,0,1,4.2
24,76,126337,9.6,1000000,0,0,1,4.6
24,76,15426,50,1000000,0,0,1,4.2
24,76,1490732,21,50000000,0,0,1,4.4
24,76,1163232,31,50000000,0,0,1,4.4
24,76,7594559,34,100000000,0,0,4,4.5
24,76,167652,12,10000000,0,0,1,3.8
24,76,1075277,47,100000000,0,0,3,4.4
24,76,93726,9.2,5000000,0,0,1,4.2
24,76,197295,24,10000000,0,0,1,4.2
24,76,21578,1.6,1000000,0,0,1,4.1
24,76,307453,17,10000000,0,0,1,4.3
24,76,32896,31,5000000,0,0,1,4
24,76,542561,46,10000000,0,0,1,4.3
24,76,462702,45,10000000,0,0,1,4.5
28,96,1802,9.8,100000,0,0,1,4.3
28,96,133825,34,10000000,0,0,2,4.4
28,96,911995,20,10000000,0,0,1,4.7
28,96,1733,19,500000,0,0,1,4.6
28,96,342909,6,10000000,0,0,1,4.2
28,96,56270,15,5000000,0,0,1,4.3
28,96,107724,6.5,5000000,0,0,1,4.5
28,96,101455,6.2,5000000,0,0,1,4.6
28,96,76346,14,5000000,0,0,1,3.9
28,96,39878,6.1,1000000,0,0,1,4.3
28,96,152867,17,10000000,0,0,1,4.6
28,96,63580,24,5000000,0,0,1,4.3
28,96,135763,13,10000000,0,0,1,4
28,96,176448,10,5000000,0,0,1,4
28,96,1981,10,100000,0,0,1,4.6
28,96,16016,6.9,1000000,0,0,1,4.3
28,96,9992,31,1000000,0,0,1,4.2
28,96,218,28,100000,0,0,1,4
28,96,4011,2.6,500000,0,0,4,4.6
28,96,25172,30,500000,0,0,1,4.7
28,96,14123,13,500000,0,0,1,4.3
28,96,2487,27,1000000,0,0,1,4
28,96,180938,29,10000000,0,0,1,4.5
28,96,950,18,100000,0,0,1,4.7
28,96,232423,35,5000000,0,0,1,4.4
28,96,1664,17,100000,0,0,1,4.8
28,96,2486,18,500000,0,0,1,4.3
28,96,697,3,100000,0,0,1,4.4
28,96,5510,32,1000000,0,0,1,3.9
28,96,4549,24,500000,0,0,1,4.4
28,96,288809,6.6,10000000,0,0,1,4.1
28,96,43611,27,1000000,0,0,1,4
28,96,78442,25,5000000,0,0,1,3.1
28,96,3017,24,100000,0,0,1,2.9
28,96,36255,25,1000000,0,0,1,4.5
28,96,752,33,100000,0,0,1,4.3
28,96,19230,88,1000000,0,0,1,4.1
28,96,926,9.3,100000,0,0,1,4.3
28,96,2020,84,100000,0,0,1,4.4
28,96,798,4.7,50000,0,0,2,4.2
28,96,7543,25,500000,0,0,1,4.3
28,96,1845,12,100000,0,0,1,3.4
28,96,1904,9.9,100000,0,0,1,4.2
28,96,11085,61,1000000,0,0,1,4
28,96,3387,25,50000,1,29.99,1,4.1
28,96,11151,52,1000000,0,0,1,4
28,96,29673,57,1000000,0,0,3,4.6
28,96,50017,41,1000000,0,0,0,4.5
28,96,63650,4.6,1000000,0,0,1,4.4
28,96,50179,23,1000000,0,0,1,3.5
28,96,9971,33,1000000,0,0,1,4
28,96,1660,4.7,10000,0,0,1,4.8
28,96,361,2.2,50000,0,0,1,4.1
28,96,24082,95,1000000,0,0,1,4.3
28,96,990,9.4,100000,0,0,1,4.6
28,96,32386,19,1000000,0,0,1,4.5
28,96,101,3.9,10000,0,0,1,4.3
28,96,35394,21,500000,0,0,1,4.5
28,96,28895,82,5000000,0,0,4,4
28,96,34123,19,5000000,0,0,1,4.1
28,96,4057,26,500000,0,0,1,3.5
28,96,5517,5.2,500000,0,0,1,4.5
28,96,4272,16,500000,0,0,1,3.9
28,96,666521,25,10000000,0,0,1,4.6
28,96,2943,8.1,100000,0,0,1,4.5
28,96,108318,35,10000000,0,0,1,4.4
28,96,68935,48,5000000,0,0,1,4
28,96,80900,21,1000000,0,0,1,4.2
30,103,136626,14,10000000,0,0,1,4.1
30,103,49190,25,1000000,0,0,1,4.4
30,103,64713,58,1000000,0,0,1,4.3
30,103,216388,19,10000000,0,0,1,4.5
30,103,481545,29,10000000,0,0,1,4.5
30,103,6012,81,500000,0,0,1,4.4
30,103,17878,28,1000000,0,0,1,4.4
30,103,33782,7.6,5000000,0,0,1,4
30,103,192641,33,5000000,0,0,1,4.7
30,103,751551,42,10000000,0,0,3,4.6
30,103,24781,8.3,5000000,0,0,1,3.9
30,103,32862,14,10000000,0,0,1,3.6
30,103,98585,37,10000000,0,0,1,3.9
30,103,5572,21,1000000,0,0,1,3.1
30,103,16815,28,1000000,0,0,1,3.7
30,103,2277,27,1000000,0,0,1,3.4
30,103,285,39,500000,0,0,1,3.6
30,103,256,17,100000,0,0,1,3.3
30,103,2750,39,5000000,0,0,1,3
30,103,7081,51,1000000,0,0,1,3.6
30,103,17882,86,1000000,0,0,1,4.8
30,103,251037,26,10000000,0,0,1,4.5
30,103,27560,46,5000000,0,0,1,3.7
30,103,150932,27,10000000,0,0,1,4.4
30,103,928,14,1000000,0,0,1,4.1
30,103,26665,10,5000000,0,0,1,4
30,103,13275,71,1000000,0,0,1,3.9
30,103,48930,15,5000000,0,0,1,4.4
30,103,15680,11,1000000,0,0,1,4.3
30,103,5112,62,1000000,0,0,1,4.2
30,103,30447,80,5000000,0,0,1,3.5
30,103,165299,5.4,10000000,0,0,1,4.3
30,103,620534,9.8,10000000,0,0,1,4.7
30,103,34,7.6,1000,0,0,1,4.3
30,103,427,26,100000,0,0,1,4.1
30,103,35560,13,5000000,0,0,1,4.2
30,103,11182,62,1000000,0,0,1,4.3
30,103,16734,10,1000000,0,0,1,4.3
30,103,20313,57,100000,0,0,1,4.4
30,103,25740,51,1000000,0,0,1,4.2
30,103,42546,24,5000000,0,0,1,4.2
30,103,24281,29,1000000,0,0,1,4.4
30,103,18039,3.1,1000000,0,0,1,4.4
30,103,22748,55,1000000,0,0,1,4.4
30,103,47780,19,5000000,0,0,1,4.4
30,103,7705,40,1000000,0,0,1,3.7
30,103,14544,43,1000000,0,0,1,3.6
30,103,134895,50,10000000,0,0,1,4.4
30,103,2419,13,1000000,0,0,1,4.1
30,103,1609,4,100000,0,0,1,4.2
30,103,18622,44,1000000,0,0,1,4.3
30,103,8258,22,1000000,0,0,1,4.2
30,103,17202,12,5000000,0,0,1,4.1
30,103,14114,46,1000000,0,0,1,4.4
30,104,890,7.6,100000,0,0,1,4.1
30,103,149723,4.1,10000000,0,0,1,4.5
30,103,6762,8.5,1000000,0,0,1,4.2
30,103,120373,31,5000000,0,0,1,4.2
30,103,40225,4.1,1000000,0,0,1,4.2
30,103,9971,22,500000,0,0,4,4.7
30,103,18294,28,1000000,0,0,1,4.2
29,102,38655,5.9,10000000,0,0,1,4.1
29,102,24199,3.9,50000000,0,0,1,4.2
29,102,12759663,15,100000000,0,0,1,4.5
29,102,308,4.3,1000000,0,0,1,4.6
29,102,26189,5.3,10000000,0,0,1,4
29,102,45838,16,50000000,0,0,1,3.1
29,102,25592,7.5,10000000,0,0,1,4.6
29,102,1236,5.8,100000,0,0,1,4.4
29,102,7790693,17,500000000,0,0,1,4.6
29,102,315585,8.5,10000000,0,0,1,4.6
29,102,12215,9.1,5000000,0,0,1,4.4
29,102,127223,7.6,10000000,0,0,1,4.2
29,102,9602,2.5,100000000,0,0,1,4.4
29,102,24151,15,10000000,0,0,1,3.1
29,102,18513,6.1,10000000,0,0,1,3.9
29,102,14552,17,10000000,0,0,1,3.9
29,102,357,58,1000000,0,0,1,4.3
29,102,315,4.6,500000,0,0,1,3.7
29,102,163997,16,10000000,0,0,1,3.5
29,102,5431,1.3,10000000,0,0,1,3.8
29,102,59,2.3,50000,0,0,1,3.6
29,102,124,1.9,100000,0,0,1,3.1
29,102,1420,2.7,100000,0,0,1,3.8
29,102,118439,16,10000000,0,0,1,4.2
29,102,59973,11,10000000,0,0,1,4
29,102,32111,5.3,1000000,0,0,1,4.3
29,102,70404,4.2,1000000,0,0,1,4.5
29,102,876866,9.1,50000000,0,0,1,4.5
29,102,207706,4.3,10000000,0,0,1,4.4
29,102,166367,1.8,5000000,0,0,1,4.4
29,102,192661,8.5,10000000,0,0,1,4.4
29,102,54207,4.4,5000000,0,0,1,4.3
29,102,1335799,3.8,50000000,0,0,1,4.7
29,102,148506,11,5000000,0,0,1,4.5
29,102,152692,11,5000000,0,0,1,4.7
29,102,48211,7.4,1000000,0,0,1,4.8
29,102,12388,5.3,1000000,0,0,1,3.9
29,102,85387,5.4,1000000,0,0,1,4.5
29,102,33509,3.6,1000000,0,0,1,4.6
29,102,90831,4.3,10000000,0,0,1,4.4
29,102,85659,27,5000000,0,0,1,4
29,102,807,1.8,100000,0,0,1,4
29,102,24265,3.3,1000000,0,0,1,4.4
29,102,1657,2,100000,0,0,1,4.1
29,102,576454,6.1,50000000,0,0,1,4.3
29,102,88675,9.6,5000000,0,0,1,4.1
29,102,56848,9.6,1000000,0,0,1,4.3
29,102,19096,10,1000000,0,0,1,4.2
29,102,1116393,8.2,50000000,0,0,1,4.2
29,102,154578,14,10000000,0,0,1,4.2
29,102,40676,25,1000000,0,0,1,4.2
29,102,39833,9.9,1000000,0,0,1,4.3
29,102,273283,22,5000000,0,0,1,4.5
29,102,801054,8.9,10000000,0,0,1,4.5
29,102,65597,2.4,10000000,0,0,1,4.1
29,102,1107320,25,50000000,0,0,1,4.4
29,102,335115,1.8,10000000,0,0,1,4.4
29,102,33926,17,1000000,0,0,1,4.1
29,102,134203,4.1,10000000,0,0,1,4.2
29,102,15693,18,1000000,0,0,1,4.1
29,102,48979,14,1000000,0,0,1,4.6
29,102,9496,0.696,1000000,0,0,1,4.1
29,102,428581,4.7,10000000,0,0,1,4.2
29,102,225544,8.1,10000000,0,0,1,4.1
29,102,474439,7.9,10000000,0,0,1,4.5
29,102,41137,4.6,1000000,0,0,1,4
29,102,75336,0.544,1000000,0,0,1,3.5
29,102,745245,3.5,10000000,0,0,1,4.4
29,102,172990,0.525,10000000,0,0,1,4.1
29,102,68309,2.1,1000000,0,0,1,4.2
23,75,7146,14,1000000,0,0,2,4.4
23,75,49657,8.7,5000000,0,0,1,4.6
23,75,1724,21,100000,0,0,3,4.5
23,75,32794,12,5000000,0,0,1,4.4
23,75,102923,18,1000000,0,0,1,4.5
23,75,6702776,17,100000000,0,0,4,4.6
23,75,7583,3.8,500000,0,0,2,4.6
23,75,5073,23,1000000,0,0,2,4.6
23,75,15633,14,1000000,0,0,1,4.5
23,75,1141545,15,50000000,0,0,1,4.7
23,75,29485,9.9,1000000,0,0,1,4.7
23,75,142393,12,10000000,0,0,1,4.4
23,75,71688,12,10000000,0,0,1,4.3
23,75,114851,20,10000000,0,0,1,4.7
23,75,62209,7.4,10000000,0,0,1,4.1
23,75,202474,3,10000000,0,0,4,4.7
23,75,298321,14,10000000,0,0,1,4.6
23,75,5783441,14,100000000,0,0,1,4.5
23,75,47393,7.2,10000000,0,0,1,4.4
23,75,55525,22,10000000,0,0,1,4.4
23,75,2267,7.2,500000,0,0,1,4.3
23,75,649568,26,10000000,0,0,1,4.6
23,75,6342,38,1000000,0,0,1,4.7
23,75,5413,3.9,1000000,0,0,1,4.3
23,75,4724,5.4,1000000,0,0,1,4.6
23,75,43960,9.8,10000000,0,0,1,4.4
23,75,3277209,7.6,100000000,0,0,1,4.5
23,75,229,1.1,500000,0,0,1,4.7
23,75,6626,9.1,1000000,0,0,1,4.3
23,75,10796,6.8,1000000,0,0,1,3.7
23,75,273994,12,10000000,0,0,1,4.7
23,75,29203,3.3,5000000,0,0,1,4.5
23,75,18918,12,5000000,0,0,1,4.4
23,75,2056,9.8,500000,0,0,1,4.3
23,75,440,0.92,500000,0,0,1,4.8
23,75,66453,14,5000000,0,0,1,4.6
23,75,398,6.8,100000,0,0,1,4.1
23,75,12089,27,500000,0,0,1,4.7
23,75,2828,7.4,100000,0,0,1,4.1
23,75,89342,29,10000000,0,0,1,4.2
23,75,30498,5.9,1000000,0,0,1,4
23,75,97890,14,1000000,1,2.49,1,4.2
23,75,25037,14,1000000,0,0,1,3.9
23,75,58617,26,1000000,1,0.99,1,4.3
23,75,62301,1.9,1000000,0,0,1,4.1
23,75,37237,3.9,5000000,0,0,1,4.2
23,75,1591,0.779,10000,1,0.99,1,4.4
23,75,294701,5.1,10000000,0,0,4,4.4
23,75,63624,10,5000000,0,0,1,4.3
23,75,112977,13,10000000,0,0,1,4.1
23,75,58052,4,5000000,0,0,4,4.2
23,75,12180,5.4,1000000,0,0,1,4.1
23,75,118459,3.3,10000000,0,0,1,4.1
23,75,112479,4.3,10000000,0,0,1,4.2
23,75,69417,0.853,10000000,0,0,1,4.1
23,75,733838,21,10000000,0,0,1,4.4
23,75,157495,6.4,10000000,0,0,1,4.1
23,75,86481,8.6,10000000,0,0,1,4.3
23,75,484981,2.1,10000000,0,0,1,4.6
23,75,77724,7.1,5000000,0,0,4,4.1
23,75,33074,3.3,1000000,0,0,1,4.2
23,75,35771,3.5,5000000,0,0,1,4.1
23,75,290241,4.1,50000000,0,0,1,4.2
23,75,69488,9.7,1000000,0,0,1,4.5
23,75,10401,3.3,1000000,0,0,1,4.3
23,75,28806,7.1,1000000,0,0,1,4.2
23,75,11343,8.4,1000000,0,0,1,4
23,75,66730,7,5000000,0,0,1,4.2
23,75,25807,5.5,1000000,0,0,1,4.2
23,75,251616,13,10000000,0,0,1,4.4
23,75,881,5.9,10000,1,9.99,1,4.3
23,75,624924,24,10000000,0,0,1,4.5
23,75,51145,6.2,10000000,0,0,1,4.1
23,75,7435,6.9,1000000,0,0,1,4.2
23,75,12008,6.1,1000000,0,0,1,4.1
25,77,1188154,24,10000000,0,0,1,4.4
25,77,8226,4.1,10000000,0,0,1,3.8
25,77,3252896,50,100000000,0,0,1,4.3
25,77,11200,11,5000000,0,0,1,3.2
25,77,9653,5.1,1000000,0,0,1,4.5
25,77,58675,1.3,10000000,0,0,1,4.2
25,77,2131,2.3,5000000,0,0,1,4
25,77,5383985,16,100000000,0,0,1,4.6
25,77,8550,15,1000000,0,0,1,4
25,77,1861310,61,500000000,0,0,1,4.4
25,77,23089,1.6,10000000,0,0,1,4.5
25,77,56403,49,5000000,0,0,1,4.2
25,77,19302,7.2,5000000,0,0,1,4.7
25,77,577059,1.5,50000000,0,0,1,4.4
25,77,209696,49,5000000,0,0,1,4.6
25,77,1498393,14,50000000,0,0,1,4.3
25,77,41418,1.2,1000000,0,0,1,4.4
25,77,212,10,1000000,0,0,1,4
25,77,6011,4.3,500000,0,0,1,4.4
25,77,17955,3.8,1000000,0,0,1,4.7
25,77,74146,32,10000000,0,0,1,4.2
25,77,176873,4.5,1000000,0,0,1,4.5
25,77,10270,8.4,1000000,0,0,1,4
25,77,155999,12,10000000,0,0,1,4.5
25,77,56713,25,1000000,0,0,1,4.4
25,77,72513,12,5000000,0,0,1,4.5
25,77,205191,7.1,10000000,0,0,1,4.4
25,77,49794,6.5,1000000,0,0,1,4.5
25,77,609182,9.2,50000000,0,0,1,4.3
25,77,979,0.72,100000,0,0,1,4.1
25,77,53015,2.2,5000000,0,0,1,4.2
25,77,17415,4.1,1000000,0,0,1,4.2
25,77,549900,60,10000000,0,0,1,4.3
25,77,1508137,37,100000000,0,0,1,4.5
25,77,12321,0.713,1000000,0,0,1,4.3
25,77,122424,4.7,5000000,0,0,1,4.6
25,77,21507,6.6,1000000,0,0,1,4.2
25,77,80581,2.5,10000000,0,0,1,4.2
25,77,37204,19,1000000,0,0,1,4.2
25,77,226295,4.2,10000000,0,0,1,4.3
25,77,57904,11,1000000,0,0,1,4.6
25,77,8985,5.7,1000000,0,0,1,4
25,77,16349,9,1000000,0,0,1,4.2
25,77,25985,6.9,1000000,0,0,1,4.5
25,77,60840,1.9,5000000,0,0,1,4.2
25,77,102594,15,5000000,0,0,1,4.6
25,77,6850,11,100000,0,0,1,4.1
25,77,18669,4.1,1000000,0,0,1,4.4
25,77,16420,3.8,1000000,0,0,1,4.1
25,77,71432,3.8,5000000,0,0,1,4.1
22,71,86,2.8,10000,0,0,1,4.5
22,72,3614,3.3,1000000,0,0,1,3.8
22,71,1413,14,100000,0,0,3,4.6
22,71,39,95,10000,0,0,1,4.7
22,73,3789,42,1000000,0,0,1,4
22,71,107,98,50000,0,0,4,4.7
22,71,559,6.4,100000,0,0,1,4.1
22,73,4976,2.8,1000000,0,0,1,3.7
22,71,44,3.6,10000,0,0,1,4.1
22,71,9293,2.4,1000000,0,0,1,3.7
22,71,62386,3.4,1000000,0,0,1,4.6
22,71,162,1.5,10000,0,0,1,4.4
22,71,1002,5,50000,0,0,1,4.6
22,71,99,6.6,10000,0,0,1,4.1
22,71,190,6.8,100000,0,0,1,4.8
22,71,464,24,100000,0,0,1,4
22,71,717,6.6,100000,0,0,1,4.9
22,71,7505,9.1,100000,0,0,1,4.8
22,71,11501,11,1000000,0,0,1,4.4
22,71,69,5.8,5000,0,0,1,4.7
22,74,2715,24,500000,0,0,1,4.2
22,71,349,4.4,100000,0,0,1,4.6
22,71,37,16,10000,0,0,1,4.6
22,71,806,11,500000,0,0,1,4.5
22,71,60,4.9,10000,0,0,1,4.6
22,71,319,11,100000,0,0,1,4.1
22,71,824,53,1000000,0,0,1,3.8
22,71,6668,20,100000,0,0,1,4.8
22,74,1940,38,100000,0,0,1,4.8
22,71,1025,17,100000,0,0,1,4.5
22,74,3346,37,1000000,0,0,1,4
22,71,5343,5.2,1000000,0,0,1,4.4
22,74,247,28,100000,0,0,1,4.7
22,73,3182,46,1000000,0,0,1,3.9
22,71,1528,16,100000,0,0,1,4.4
22,74,39,18,10000,0,0,1,4.4
22,71,76795,18,1000000,0,0,1,4.5
32,109,159455,10,1000000,0,0,1,4.8
32,109,892,17,10000,0,0,1,4.8
32,109,11118,9.7,1000000,0,0,1,4.7
32,109,15370,21,1000000,0,0,1,4.4
32,109,18194,3.2,1000000,0,0,1,4.3
32,109,40606,15,10000000,0,0,1,4.4
32,109,133338,44,5000000,0,0,1,4.2
32,109,36900,4.8,500000,0,0,1,4.6
32,109,4184,10,1000000,0,0,1,4.4
32,109,100994,54,5000000,0,0,1,3.9
32,109,20008,9.1,5000000,0,0,1,4.3
32,109,13426,19,1000000,0,0,1,4.5
32,109,18773,12,10000000,0,0,1,4.2
32,109,7623,19,1000000,0,0,1,3.6
32,109,21404,7.6,1000000,0,0,1,4.3
32,109,189313,38,10000000,0,0,1,4.2
32,109,3478,6.1,500000,0,0,1,4.5
32,109,24349,9.2,1000000,0,0,1,4.2
32,109,17493,11,100000,1,4.49,1,4.8
32,109,15966,9.2,1000000,0,0,1,3.8
32,109,2332,20,500000,0,0,4,4.5
32,109,29344,22,500000,0,0,1,4.5
32,109,18425,5.3,1000000,0,0,1,4.2
31,106,7557,5.6,1000000,0,0,1,4.3
31,106,59089,5.4,10000000,0,0,1,4.2
31,106,1551,2.9,1000000,0,0,1,4.3
31,106,12764,25,1000000,0,0,4,3.6
31,106,121916,23,100000000,0,0,1,3.9
31,106,400,7.2,100000,0,0,4,3.7
31,106,3930,3.3,500000,0,0,1,4.6
31,106,193381,17,50000000,0,0,4,4.2
31,106,7624,6,1000000,0,0,1,4.1
31,106,19738,33,1000000,0,0,4,3.8
31,106,259605,3.1,10000000,0,0,1,4.4
31,106,18699,4.1,1000000,0,0,1,4.5
31,106,98819,27,5000000,0,0,1,4.6
31,106,53006,44,1000000,0,0,1,4.7
31,106,351168,13,10000000,0,0,1,4.5
31,106,3484,3,10000000,0,0,1,3.9
31,106,25922,6.1,50000000,0,0,1,4.4
31,106,5555,64,1000000,0,0,1,3.8
31,106,921868,47,50000000,0,0,4,4.6
31,106,15874,5.4,1000000,0,0,1,4.3
31,106,36969,27,1000000,0,0,1,4.6
31,106,714665,50,10000000,0,0,1,4.5
31,106,6685,4,1000000,0,0,1,4.3
31,106,13205,44,1000000,0,0,4,3.5
31,106,1261,2.5,10000,0,0,1,3.3
31,106,1215,23,100000,0,0,2,4.3
31,106,169965,14,10000000,0,0,4,4.4
31,106,38630,89,1000000,0,0,1,4.4
21,70,42624,16,1000000,0,0,2,4.3
21,70,26411,26,1000000,0,0,1,4.5
21,70,29706,11,1000000,0,0,4,4.6
21,70,6066,56,1000000,0,0,1,3.5
21,70,293080,25,10000000,0,0,2,4
21,70,355921,17,10000000,0,0,4,4.3
21,70,37882,9.1,1000000,0,0,4,4.3
21,70,190888,11,10000000,0,0,4,4.1
21,70,9548,15,1000000,0,0,1,4.5
21,70,1071,9.7,500000,0,0,1,4.4
21,70,11908,5.5,1000000,0,0,1,4
21,70,185058,6.7,10000000,0,0,4,4.1
21,70,978,2.9,100000,0,0,1,4.3
21,70,877635,13,1000000000,0,0,4,3.9
21,70,51684,8.5,10000000,0,0,4,4.5
21,70,175110,25,10000000,0,0,3,4.7
21,70,357944,12,10000000,0,0,1,4.5
21,70,735,6.3,500000,0,0,1,3.1
21,70,2543,6.3,500000,0,0,1,4.7
21,70,30287,19,1000000,0,0,2,4
21,70,31504,31,1000000,0,0,2,4.2
21,70,21147,9,5000000,0,0,4,4.2
21,70,41490,25,5000000,0,0,4,3.4
21,70,2090,4.6,50000,0,0,1,4.6
21,70,44274,8,1000000,0,0,1,4.5
21,70,7006,23,1000000,0,0,1,4
21,70,2959,9.8,1000000,0,0,1,4.4
21,70,40167,8.7,1000000,0,0,1,4.2
21,70,4332,12,1000000,0,0,1,4
21,70,413999,10,5000000,0,0,4,4.6
21,70,66384,19,1000000,0,0,4,4.6
21,70,17703,6.6,500000,0,0,4,4.5
21,70,350,14,10000,0,0,1,4.3
21,70,74425,8.6,1000000,0,0,1,4.4
21,70,131028,13,5000000,0,0,4,4.3
21,70,3311,10,100000,0,0,1,3.6
21,70,185884,7.5,1000000,0,0,3,4.4
